title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
The Purge: Election Year,Action | Horror | Thriller,Elizabeth Mitchell | Frank Grillo | Mykelti Williamson | Edwin Hodge | Raymond J. Barry,James DeMonaco,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",excited,general,http://www.purgeelectionyear.com
She's All That,Comedy | Romance,Freddie Prinze Jr. | Rachael Leigh Cook | Matthew Lillard | Paul Walker | Jodi Lyn O'Keefe,Robert Iscove,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",neutral,general,
Saw IV,Horror | Thriller | Crime,Tobin Bell | Scott Patterson | Costas Mandylor | Betsy Russell | Lyriq Bent,Darren Lynn Bousman,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",neutral,general,http://movies.break.com/saw4/
White Noise,Drama | Horror | Thriller,Michael Keaton | Chandra West | Deborah Kara Unger | Ian McNeice | Keegan Connor Tracy,Geoffrey Sax,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",neutral,general,
Madea's Family Reunion,Drama | Comedy | Romance,Tyler Perry | Blair Underwood | Lynn Whitfield | Boris Kodjoe | Lisa Arrindell,Tyler Perry,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",excited,relationships,
The Color of Money,Drama,Paul Newman | Tom Cruise | Mary Elizabeth Mastrantonio | Helen Shaver | John Turturro,Martin Scorsese,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",neutral,general,
The Longest Day,Action | Drama | History | War,Eddie Albert | Paul Anka | Arletty | Jean-Louis Barrault | Richard Beymer,Bernhard Wicki,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",neutral,general,
The Mighty Ducks,Comedy | Family,Emilio Estevez | Joss Ackland | Lane Smith | Heidi Kling | Josef Sommer,Stephen Herek,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",neutral,general,
The Grudge,Horror | Mystery | Thriller,Sarah Michelle Gellar | Jason Behr | Clea DuVall | Bill Pullman | William Mapother,Takashi Shimizu,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",sad,general,
Happy Gilmore,Comedy,Adam Sandler | Ben Stiller | Christopher McDonald | Julie Bowen | Frances Bay,Dennis Dugan,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",happy,general,
Jeepers Creepers,Horror | Thriller,Gina Philips | Justin Long | Jonathan Breck | Patricia Belcher | Eileen Brennan,Victor Salva,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",neutral,general,
Bill & Ted's Excellent Adventure,Adventure | Comedy | Science Fiction,Keanu Reeves | Alex Winter | George Carlin | Dan Shor | Hal Landon Jr.,Stephen Herek,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",neutral,self growth,http://www.billandted.org/
Oliver!,Drama | Family | Music,Ron Moody | Shani Wallis | Oliver Reed | Harry Secombe | Mark Lester,Carol Reed,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",neutral,general,
The Best Exotic Marigold Hotel,Drama | Comedy,Bill Nighy | Maggie Smith | Tom Wilkinson | Judi Dench | Dev Patel,John Madden,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",neutral,general,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/
Recess: School's Out,Science Fiction | Animation | Comedy | Family,Rickey D'Shon Collins | Jason Davis | Ashley Johnson | Courtland Mead | Pamela Adlon,Chuck Sheetz,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",neutral,general,
Mad Max Beyond Thunderdome,Action | Adventure | Science Fiction,Mel Gibson | Tina Turner | Bruce Spence | Helen Buday | Angelo Rossitto,George Miller,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",neutral,general,
Commando,Action | Adventure | Thriller,Arnold Schwarzenegger | Rae Dawn Chong | Dan Hedaya | Vernon Wells | James Olson,Mark L. Lester,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",sad,general,
The Boy,Horror | Mystery | Thriller,Lauren Cohan | Rupert Evans | James Russell | Jim Norton | Diana Hardcastle,William Brent Bell,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",neutral,relationships,http://theboymovie.tumblr.com/
Devil,Horror | Mystery | Thriller,Chris Messina | Jacob Vargas | Bojana Novaković | Logan Marshall-Green | Bokeem Woodbine,John Erick Dowdle,A group of people trapped in a elevator realizes that the devil is among them.,neutral,general,http://www.thenightchronicles.com/devil/
Friday After Next,Comedy,Ice Cube | Mike Epps | John Witherspoon | Don Curry | Anna Maria Horsford,Marcus Raboy,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,neutral,general,
